BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
200605,14,1939,200605,14,1939,1212068.0,5513507,MICHIGAN,26.0,2006,May,Thunderstorm Wind,C,93,LIVINGSTON,DTX,14-MAY-06 19:39:00,EST,14-MAY-06 19:39:00,0,0,0,0,,,FIRE DEPT/RESCUE SQUAD,50.0,EG,,,,,,,,,,,,HAMBURG,,,HAMBURG,42.45,-83.8,42.45,-83.8,,Firefighters reported through Central Dispatch that trees were knocked down by thunderstorm winds in Hamburg Township.,PDS
200605,25,1751,200605,25,1751,1212071.0,5512576,MICHIGAN,26.0,2006,May,Hail,C,161,WASHTENAW,DTX,25-MAY-06 17:51:00,EST,25-MAY-06 17:51:00,0,0,0,0,,,TRAINED SPOTTER,0.75,,,,,,,,,,,,,ANN ARBOR,,,ANN ARBOR,42.28,-83.73,42.28,-83.73,"An upper level low pressure system tracked across lower Michigan on Thursday, May 25th and prompted the issuance of a Tornado watch for the entire area. Storms initially developed across the thumb, where sunny skies for the bulk of the day allowed that area to destabilize the quickest. Eventually strong storms developed across the rest of the area with severe weather occurring in 11 of the 17 Counties in southeast lower Michigan. The nature of the severe storms was a mixture of large hail and strong winds. Numerous trees were reported down with most of the wind estimates at around 60 MPH. Numerous quarter sized hail reports were received with at least one report of hail the size of ping pong balls.",,PDS
200606,27,1400,200606,27,1400,1213897.0,5518718,MICHIGAN,26.0,2006,June,Hail,C,161,WASHTENAW,DTX,27-JUN-06 14:00:00,EST,27-JUN-06 14:00:00,0,0,0,0,,,TRAINED SPOTTER,0.75,,,,,,,,,,,3.0,N,SALINE,3.0,N,SALINE,42.22,-83.77,42.22,-83.77,"On Tuesday, June 27th, an upper level disturbance led to an environment with moderate instability and moderate windshear. The atmosphere was primarily favorable for mostly a large hail event. However, the atmosphere was also susceptible to strong downbursts as evidenced by a measured wind gust of 56 Knots at the Ann Arbor airport. The strongest storm tracked across Washtenaw county and produced hail up to the size of golf balls. A weak boundary near Lake Erie allowed for the spinup of an F0 Tornado near Estral Beach.",,PDS
200606,27,1355,200606,27,1355,1213897.0,5518716,MICHIGAN,26.0,2006,June,Hail,C,161,WASHTENAW,DTX,27-JUN-06 13:55:00,EST,27-JUN-06 13:55:00,0,0,0,0,,,TRAINED SPOTTER,0.88,,,,,,,,,,,,,SALINE,,,SALINE,42.17,-83.77,42.17,-83.77,"On Tuesday, June 27th, an upper level disturbance led to an environment with moderate instability and moderate windshear. The atmosphere was primarily favorable for mostly a large hail event. However, the atmosphere was also susceptible to strong downbursts as evidenced by a measured wind gust of 56 Knots at the Ann Arbor airport. The strongest storm tracked across Washtenaw county and produced hail up to the size of golf balls. A weak boundary near Lake Erie allowed for the spinup of an F0 Tornado near Estral Beach.",,PDS
200606,27,1358,200606,27,1358,1213897.0,5518717,MICHIGAN,26.0,2006,June,Hail,C,161,WASHTENAW,DTX,27-JUN-06 13:58:00,EST,27-JUN-06 13:58:00,0,0,0,0,,,TRAINED SPOTTER,1.0,,,,,,,,,,,2.0,N,SALINE,2.0,N,SALINE,42.2,-83.77,42.2,-83.77,"On Tuesday, June 27th, an upper level disturbance led to an environment with moderate instability and moderate windshear. The atmosphere was primarily favorable for mostly a large hail event. However, the atmosphere was also susceptible to strong downbursts as evidenced by a measured wind gust of 56 Knots at the Ann Arbor airport. The strongest storm tracked across Washtenaw county and produced hail up to the size of golf balls. A weak boundary near Lake Erie allowed for the spinup of an F0 Tornado near Estral Beach.",,PDS
200607,17,2215,200607,17,2215,1217388.0,5526320,MICHIGAN,26.0,2006,July,Thunderstorm Wind,C,161,WASHTENAW,DTX,17-JUL-06 22:15:00,EST,17-JUL-06 22:15:00,0,0,0,0,,,NEWSPAPER,52.0,EG,,,,,,,,,,,,DEXTER,,,DEXTER,42.33,-83.87,42.33,-83.87,"The July 17th severe weather event would eventually go down as the largest and most destructive of the 2006 severe weather season. Intense thunderstorms fired along and ahead of a cold front working down from the northern Great Lakes and eventually developed into a large MCS by mid evening. The Tri Cities and thumb regions were especially hard hit during this event. Several microbursts actually produced 100 MPH wind gusts across northeast Huron county, causing quite a bit of damage. The outflow created from the storms across the north actually held together long enough to spread south. There were several reports of trees blown down in areas south of M-59, although the damage was minimal when compared to the destruction across the northern parts of the area. Very few reports of hail were received, however, golf ball size hail was reported in Saginaw County. This event caused one death and one injury in Wayne County. A couple was struck by lightning after seeking refuge under a tree.",A local nespaper article reported that 3 trees that had blown down were removed from area roadways and seven others were attended to as well.,PDS
200607,17,2225,200607,17,2225,1217388.0,5526321,MICHIGAN,26.0,2006,July,Thunderstorm Wind,C,161,WASHTENAW,DTX,17-JUL-06 22:25:00,EST,17-JUL-06 22:25:00,0,0,0,0,15K,,NEWSPAPER,52.0,EG,,,,,,,,,,6.0,ESE,DEXTER,6.0,ESE,DEXTER,42.3,-83.75,42.3,-83.75,"The July 17th severe weather event would eventually go down as the largest and most destructive of the 2006 severe weather season. Intense thunderstorms fired along and ahead of a cold front working down from the northern Great Lakes and eventually developed into a large MCS by mid evening. The Tri Cities and thumb regions were especially hard hit during this event. Several microbursts actually produced 100 MPH wind gusts across northeast Huron county, causing quite a bit of damage. The outflow created from the storms across the north actually held together long enough to spread south. There were several reports of trees blown down in areas south of M-59, although the damage was minimal when compared to the destruction across the northern parts of the area. Very few reports of hail were received, however, golf ball size hail was reported in Saginaw County. This event caused one death and one injury in Wayne County. A couple was struck by lightning after seeking refuge under a tree.","A local newspaper article reported a tree blown down across Newport Road near M-14 and another larger tree, about 3 feet in diameter, blown down on part of a house being renovated. No injuries were reported. Property damage was roughly estimated at $15K.",PDS
200607,17,2230,200607,17,2230,1217388.0,5526322,MICHIGAN,26.0,2006,July,Thunderstorm Wind,C,161,WASHTENAW,DTX,17-JUL-06 22:30:00,EST,17-JUL-06 22:30:00,0,0,0,0,20K,,NEWSPAPER,52.0,EG,,,,,,,,,,5.0,SE,DEXTER,5.0,SE,DEXTER,42.28,-83.8,42.28,-83.8,"The July 17th severe weather event would eventually go down as the largest and most destructive of the 2006 severe weather season. Intense thunderstorms fired along and ahead of a cold front working down from the northern Great Lakes and eventually developed into a large MCS by mid evening. The Tri Cities and thumb regions were especially hard hit during this event. Several microbursts actually produced 100 MPH wind gusts across northeast Huron county, causing quite a bit of damage. The outflow created from the storms across the north actually held together long enough to spread south. There were several reports of trees blown down in areas south of M-59, although the damage was minimal when compared to the destruction across the northern parts of the area. Very few reports of hail were received, however, golf ball size hail was reported in Saginaw County. This event caused one death and one injury in Wayne County. A couple was struck by lightning after seeking refuge under a tree.","A local newspaper article reported that the top 20 feet of a tree was blown down, crashing through the roof and into the kitchen of a home on Dolph Drive near Jackson Road. The residents of the home narrowly escaped injury. Property damage was roughly estimated at $20K.",PDS
200606,27,1350,200606,27,1350,1213897.0,5518677,MICHIGAN,26.0,2006,June,Hail,C,161,WASHTENAW,DTX,27-JUN-06 13:50:00,EST,27-JUN-06 13:50:00,0,0,0,0,,,TRAINED SPOTTER,0.75,,,,,,,,,,,,,SALINE,,,SALINE,42.17,-83.77,42.17,-83.77,"On Tuesday, June 27th, an upper level disturbance led to an environment with moderate instability and moderate windshear. The atmosphere was primarily favorable for mostly a large hail event. However, the atmosphere was also susceptible to strong downbursts as evidenced by a measured wind gust of 56 Knots at the Ann Arbor airport. The strongest storm tracked across Washtenaw county and produced hail up to the size of golf balls. A weak boundary near Lake Erie allowed for the spinup of an F0 Tornado near Estral Beach.",,PDS
200606,27,1350,200606,27,1350,1213897.0,5518678,MICHIGAN,26.0,2006,June,Thunderstorm Wind,C,161,WASHTENAW,DTX,27-JUN-06 13:50:00,EST,27-JUN-06 13:50:00,0,0,0,0,1K,,TRAINED SPOTTER,54.0,EG,,,,,,,,,,,,SALINE,,,SALINE,42.17,-83.77,42.17,-83.77,"On Tuesday, June 27th, an upper level disturbance led to an environment with moderate instability and moderate windshear. The atmosphere was primarily favorable for mostly a large hail event. However, the atmosphere was also susceptible to strong downbursts as evidenced by a measured wind gust of 56 Knots at the Ann Arbor airport. The strongest storm tracked across Washtenaw county and produced hail up to the size of golf balls. A weak boundary near Lake Erie allowed for the spinup of an F0 Tornado near Estral Beach.",Trained spotter reported 6 inch trees blown down.,PDS
200606,27,1345,200606,27,1345,1213897.0,5518673,MICHIGAN,26.0,2006,June,Hail,C,161,WASHTENAW,DTX,27-JUN-06 13:45:00,EST,27-JUN-06 13:45:00,0,0,0,0,,,GENERAL PUBLIC,0.75,,,,,,,,,,,3.0,N,BRIDGEWATER,3.0,N,BRIDGEWATER,42.22,-83.9,42.22,-83.9,"On Tuesday, June 27th, an upper level disturbance led to an environment with moderate instability and moderate windshear. The atmosphere was primarily favorable for mostly a large hail event. However, the atmosphere was also susceptible to strong downbursts as evidenced by a measured wind gust of 56 Knots at the Ann Arbor airport. The strongest storm tracked across Washtenaw county and produced hail up to the size of golf balls. A weak boundary near Lake Erie allowed for the spinup of an F0 Tornado near Estral Beach.",,PDS
200606,27,1410,200606,27,1410,1213897.0,5518721,MICHIGAN,26.0,2006,June,Hail,C,161,WASHTENAW,DTX,27-JUN-06 14:10:00,EST,27-JUN-06 14:10:00,0,0,0,0,,,NWS EMPLOYEE(OFF DUTY),0.75,,,,,,,,,,,,,ANN ARBOR,,,ANN ARBOR,42.28,-83.73,42.28,-83.73,"On Tuesday, June 27th, an upper level disturbance led to an environment with moderate instability and moderate windshear. The atmosphere was primarily favorable for mostly a large hail event. However, the atmosphere was also susceptible to strong downbursts as evidenced by a measured wind gust of 56 Knots at the Ann Arbor airport. The strongest storm tracked across Washtenaw county and produced hail up to the size of golf balls. A weak boundary near Lake Erie allowed for the spinup of an F0 Tornado near Estral Beach.",,PDS
200606,27,1410,200606,27,1410,1213897.0,5518722,MICHIGAN,26.0,2006,June,Thunderstorm Wind,C,161,WASHTENAW,DTX,27-JUN-06 14:10:00,EST,27-JUN-06 14:10:00,0,0,0,0,12K,,LAW ENFORCEMENT,54.0,EG,,,,,,,,,,3.0,SSE,ANN ARBOR,3.0,SSE,ANN ARBOR,42.25,-83.72,42.25,-83.72,"On Tuesday, June 27th, an upper level disturbance led to an environment with moderate instability and moderate windshear. The atmosphere was primarily favorable for mostly a large hail event. However, the atmosphere was also susceptible to strong downbursts as evidenced by a measured wind gust of 56 Knots at the Ann Arbor airport. The strongest storm tracked across Washtenaw county and produced hail up to the size of golf balls. A weak boundary near Lake Erie allowed for the spinup of an F0 Tornado near Estral Beach.",Law Enforcement reported 6 utility poles blown down.,PDS
200606,27,1410,200606,27,1410,1213897.0,5518723,MICHIGAN,26.0,2006,June,Hail,C,161,WASHTENAW,DTX,27-JUN-06 14:10:00,EST,27-JUN-06 14:10:00,0,0,0,0,,,LAW ENFORCEMENT,1.0,,,,,,,,,,,3.0,SSE,ANN ARBOR,3.0,SSE,ANN ARBOR,42.25,-83.72,42.25,-83.72,"On Tuesday, June 27th, an upper level disturbance led to an environment with moderate instability and moderate windshear. The atmosphere was primarily favorable for mostly a large hail event. However, the atmosphere was also susceptible to strong downbursts as evidenced by a measured wind gust of 56 Knots at the Ann Arbor airport. The strongest storm tracked across Washtenaw county and produced hail up to the size of golf balls. A weak boundary near Lake Erie allowed for the spinup of an F0 Tornado near Estral Beach.",,PDS
200609,13,1457,200609,13,1457,1220402.0,5531276,MICHIGAN,26.0,2006,September,Hail,C,161,WASHTENAW,DTX,13-SEP-06 14:57:00,EST,13-SEP-06 14:57:00,0,0,0,0,,,TRAINED SPOTTER,0.75,,,,,,,,,,,,,ANN ARBOR,,,ANN ARBOR,42.28,-83.73,42.28,-83.73,,,PDS
200609,30,1632,200609,30,1632,1220406.0,5531333,MICHIGAN,26.0,2006,September,Tornado,C,161,WASHTENAW,DTX,30-SEP-06 16:32:00,EST,30-SEP-06 16:32:00,0,0,0,0,0,,EMERGENCY MANAGER,,,,,F0,0.2,25.0,,,,,,,ANN ARBOR,,,ANN ARBOR,42.28,-83.73,42.28,-83.73,,"Washtenaw County Emergency Manager, trained spotters, and Michigan State Police all reported a weak tornado at the I94 and US23 interchange. The Tornado/cold air funnel was very brief and just kicked up some dirt with wind speeds estimated between 40 and 50 MPH. There were no injuries and no damages.",PDS
200703,27,1634,200703,27,1634,4145.0,23172,MICHIGAN,26.0,2007,March,Hail,C,161,WASHTENAW,DTX,27-MAR-07 16:34:00,EST-5,27-MAR-07 16:34:00,0,0,0,0,0.00K,0.00K,Trained Spotter,0.75,,,,,,,,,,,1.0,NW,SALINE,1.0,NW,SALINE,42.18,-83.78,42.18,-83.78,"A slow southward moving cold front stalled out just south of the I69 corridor. South of this front, well above normal temperatures and an unseasonably moist airmass resulted in a moderately unstable atmosphere. This set the stage for slow moving pulse like thunderstorms to produce large hail and very heavy rain. This was a marginal severe weather event with most of the hail reports coming out of Macomb County. This event also caused flash flooding in Chesterfield Township, after a thunderstorm became stationary and led to an extended period of heavy rain. Numerous homes were flooded with up to 3 feet of water.",,CSV
200705,15,1440,200705,15,1440,5530.0,32350,MICHIGAN,26.0,2007,May,Hail,C,161,WASHTENAW,DTX,15-MAY-07 14:40:00,EST-5,15-MAY-07 14:40:00,0,0,0,0,0.00K,0.00K,Trained Spotter,0.75,,,,,,,,,,,2.0,S,ANN ARBOR,2.0,S,ANN ARBOR,42.2499,-83.73,42.2499,-83.73,"The first major severe weather event of the season resulted in widespread reports of wind damage and large hail. This event can be best described as having two parts. The first round of severe storms occurred well in advance of the actual cold front. One batch formed southwest of the Metro-Detroit area, and another formed in the Saginaw valley and thumb regions. A strong supercell moved across Huron County, producing 70 MPH wind gusts and baseball sized hail. A second and final round of storms developed along the cold front with a squall line actually moving from the southwest to the northeast. The squall line raced across the region and produced wind gusts in the 60-70 mph range. Numerous reports of wind damage were received in a swath stretching from a Jackson/Adrian line, northeast to a Flint/Imlay City line.",,CSV
200705,15,1420,200705,15,1420,5530.0,33855,MICHIGAN,26.0,2007,May,Thunderstorm Wind,C,161,WASHTENAW,DTX,15-MAY-07 14:20:00,EST-5,15-MAY-07 14:20:00,0,0,0,0,0.00K,0.00K,Trained Spotter,52.0,EG,,,,,,,,,,2.0,N,SALINE,2.0,N,SALINE,42.1989,-83.77,42.1989,-83.77,"The first major severe weather event of the season resulted in widespread reports of wind damage and large hail. This event can be best described as having two parts. The first round of severe storms occurred well in advance of the actual cold front. One batch formed southwest of the Metro-Detroit area, and another formed in the Saginaw valley and thumb regions. A strong supercell moved across Huron County, producing 70 MPH wind gusts and baseball sized hail. A second and final round of storms developed along the cold front with a squall line actually moving from the southwest to the northeast. The squall line raced across the region and produced wind gusts in the 60-70 mph range. Numerous reports of wind damage were received in a swath stretching from a Jackson/Adrian line, northeast to a Flint/Imlay City line.",A trained spotter estimated a 60 MPH wind gust.,CSV
200705,15,1420,200705,15,1420,5530.0,32333,MICHIGAN,26.0,2007,May,Hail,C,161,WASHTENAW,DTX,15-MAY-07 14:20:00,EST-5,15-MAY-07 14:20:00,0,0,0,0,0.00K,0.00K,Trained Spotter,0.75,,,,,,,,,,,2.0,N,SALINE,2.0,N,SALINE,42.1989,-83.77,42.1989,-83.77,"The first major severe weather event of the season resulted in widespread reports of wind damage and large hail. This event can be best described as having two parts. The first round of severe storms occurred well in advance of the actual cold front. One batch formed southwest of the Metro-Detroit area, and another formed in the Saginaw valley and thumb regions. A strong supercell moved across Huron County, producing 70 MPH wind gusts and baseball sized hail. A second and final round of storms developed along the cold front with a squall line actually moving from the southwest to the northeast. The squall line raced across the region and produced wind gusts in the 60-70 mph range. Numerous reports of wind damage were received in a swath stretching from a Jackson/Adrian line, northeast to a Flint/Imlay City line.",,CSV
200705,15,1423,200705,15,1423,5530.0,33858,MICHIGAN,26.0,2007,May,Thunderstorm Wind,C,161,WASHTENAW,DTX,15-MAY-07 14:23:00,EST-5,15-MAY-07 14:23:00,0,0,0,0,0.00K,0.00K,ASOS,57.0,MG,,,,,,,,,,0.0,N,ANN ARBOR,0.0,N,ANN ARBOR,42.28,-83.73,42.28,-83.73,"The first major severe weather event of the season resulted in widespread reports of wind damage and large hail. This event can be best described as having two parts. The first round of severe storms occurred well in advance of the actual cold front. One batch formed southwest of the Metro-Detroit area, and another formed in the Saginaw valley and thumb regions. A strong supercell moved across Huron County, producing 70 MPH wind gusts and baseball sized hail. A second and final round of storms developed along the cold front with a squall line actually moving from the southwest to the northeast. The squall line raced across the region and produced wind gusts in the 60-70 mph range. Numerous reports of wind damage were received in a swath stretching from a Jackson/Adrian line, northeast to a Flint/Imlay City line.",Official National Weather Service observing equipment measured a 66 MPH wind gust.,CSV
200705,15,1423,200705,15,1423,5530.0,32334,MICHIGAN,26.0,2007,May,Hail,C,161,WASHTENAW,DTX,15-MAY-07 14:23:00,EST-5,15-MAY-07 14:23:00,0,0,0,0,0.00K,0.00K,Trained Spotter,1.0,,,,,,,,,,,0.0,N,ANN ARBOR,0.0,N,ANN ARBOR,42.28,-83.73,42.28,-83.73,"The first major severe weather event of the season resulted in widespread reports of wind damage and large hail. This event can be best described as having two parts. The first round of severe storms occurred well in advance of the actual cold front. One batch formed southwest of the Metro-Detroit area, and another formed in the Saginaw valley and thumb regions. A strong supercell moved across Huron County, producing 70 MPH wind gusts and baseball sized hail. A second and final round of storms developed along the cold front with a squall line actually moving from the southwest to the northeast. The squall line raced across the region and produced wind gusts in the 60-70 mph range. Numerous reports of wind damage were received in a swath stretching from a Jackson/Adrian line, northeast to a Flint/Imlay City line.",,CSV
200705,15,1428,200705,15,1428,5530.0,32335,MICHIGAN,26.0,2007,May,Hail,C,161,WASHTENAW,DTX,15-MAY-07 14:28:00,EST-5,15-MAY-07 14:28:00,0,0,0,0,0.00K,0.00K,Law Enforcement,0.75,,,,,,,,,,,3.0,SE,ANN ARBOR,3.0,SE,ANN ARBOR,42.2493,-83.6886,42.2493,-83.6886,"The first major severe weather event of the season resulted in widespread reports of wind damage and large hail. This event can be best described as having two parts. The first round of severe storms occurred well in advance of the actual cold front. One batch formed southwest of the Metro-Detroit area, and another formed in the Saginaw valley and thumb regions. A strong supercell moved across Huron County, producing 70 MPH wind gusts and baseball sized hail. A second and final round of storms developed along the cold front with a squall line actually moving from the southwest to the northeast. The squall line raced across the region and produced wind gusts in the 60-70 mph range. Numerous reports of wind damage were received in a swath stretching from a Jackson/Adrian line, northeast to a Flint/Imlay City line.",,CSV
200705,15,1431,200705,15,1431,5530.0,32345,MICHIGAN,26.0,2007,May,Hail,C,161,WASHTENAW,DTX,15-MAY-07 14:31:00,EST-5,15-MAY-07 14:31:00,0,0,0,0,0.00K,0.00K,Trained Spotter,0.75,,,,,,,,,,,0.0,N,ANN ARBOR,0.0,N,ANN ARBOR,42.28,-83.73,42.28,-83.73,"The first major severe weather event of the season resulted in widespread reports of wind damage and large hail. This event can be best described as having two parts. The first round of severe storms occurred well in advance of the actual cold front. One batch formed southwest of the Metro-Detroit area, and another formed in the Saginaw valley and thumb regions. A strong supercell moved across Huron County, producing 70 MPH wind gusts and baseball sized hail. A second and final round of storms developed along the cold front with a squall line actually moving from the southwest to the northeast. The squall line raced across the region and produced wind gusts in the 60-70 mph range. Numerous reports of wind damage were received in a swath stretching from a Jackson/Adrian line, northeast to a Flint/Imlay City line.",,CSV
200705,15,1515,200705,15,1515,5530.0,35523,MICHIGAN,26.0,2007,May,Thunderstorm Wind,C,161,WASHTENAW,DTX,15-MAY-07 15:15:00,EST-5,15-MAY-07 15:15:00,0,0,0,0,0.00K,0.00K,Trained Spotter,52.0,EG,,,,,,,,,,2.0,W,WHITTAKER,2.0,W,WHITTAKER,42.13,-83.639,42.13,-83.639,"The first major severe weather event of the season resulted in widespread reports of wind damage and large hail. This event can be best described as having two parts. The first round of severe storms occurred well in advance of the actual cold front. One batch formed southwest of the Metro-Detroit area, and another formed in the Saginaw valley and thumb regions. A strong supercell moved across Huron County, producing 70 MPH wind gusts and baseball sized hail. A second and final round of storms developed along the cold front with a squall line actually moving from the southwest to the northeast. The squall line raced across the region and produced wind gusts in the 60-70 mph range. Numerous reports of wind damage were received in a swath stretching from a Jackson/Adrian line, northeast to a Flint/Imlay City line.",A trained spotter reported large tree branches down.,CSV
200706,27,1230,200706,27,1230,7247.0,42001,MICHIGAN,26.0,2007,June,Thunderstorm Wind,C,161,WASHTENAW,DTX,27-JUN-07 12:30:00,EST-5,27-JUN-07 12:30:00,0,0,0,0,0.00K,0.00K,Trained Spotter,52.0,EG,,,,,,,,,,1.0,NW,DEXTER,1.0,NW,DEXTER,42.3426,-83.887,42.3426,-83.887,"Numerous waves of thunderstorms affected southeast Michigan during the afternoon and evening of June 27, 2007. Severe storms developed along and ahead of a cold front, which dropped south through a very warm and humid airmass. There were numerous reports of wind damage and hail. Saginaw County received two separate rounds of severe weather, producing hail to one-inch in diameter and a number of reports of trees and power poles blown down by winds. Flooding was also a concern, as some areas were repeatedly affected by complexes of storms. Northern Shiawassee County received the worst flooding, with National Weather Service radar estimating up to six inches of rainfall in just a few hours. A golfer in northwest Detroit was struck by lightning and killed after seeking refuge under a tree.",A trained spotter reported trees 10 to 12 inches in diameter uprooted.,CSV
200706,2,1504,200706,2,1504,7212.0,41530,MICHIGAN,26.0,2007,June,Thunderstorm Wind,C,161,WASHTENAW,DTX,02-JUN-07 15:04:00,EST-5,02-JUN-07 15:04:00,0,0,0,0,0.00K,0.00K,Law Enforcement,52.0,EG,,,,,,,,,,3.0,S,YPSILANTI,3.0,S,YPSILANTI,42.1866,-83.62,42.1866,-83.62,"A few clusters of strong to severe thunderstorms developed on a very warm and moist Saturday afternoon. One area of severe storms moved through Shiawassee and northern Genesee Counties, producing wind damage and two reports of severe hail. Another area of storms formed farther to the south, leading to several reports of wind damage. There was also one report of a large tree down on a home.",Law enforcement reported a tree 1 foot in diameter down.,CSV
200707,19,1435,200707,19,1435,8908.0,50813,MICHIGAN,26.0,2007,July,Thunderstorm Wind,C,161,WASHTENAW,DTX,19-JUL-07 14:35:00,EST-5,19-JUL-07 14:35:00,0,0,0,0,0.00K,0.00K,Emergency Manager,56.0,EG,,,,,,,,,,4.0,N,DEXTER,4.0,N,DEXTER,42.3878,-83.87,42.3878,-83.87,"A cold front stalled out over the area and combined with an upper level low pressure system to support the development of severe thunderstorms. This event was very quick with the storms moving from Howell to just south of Detroit at 40 to 50 MPH. The most intense storm produced significant wind damage from southern Livingston County into northeast Washtenaw County. A tornado warning was issued for Washtenaw County. A National Weather Service field survey identified damages consistent with intense straight-line winds associated with thunderstorm downbursts. The storms knocked out power to 60 thousand customers in Southeast Lower Michigan. Half of downtown Brighton lost power, forcing numerous businesses to close. Several homes suffered damages from falling trees. There were no reports of any serious damages.",Emergency management reported a large tree down.,CSV
200707,19,1430,200707,19,1430,8908.0,50816,MICHIGAN,26.0,2007,July,Thunderstorm Wind,C,161,WASHTENAW,DTX,19-JUL-07 14:30:00,EST-5,19-JUL-07 14:30:00,0,0,0,0,3.00K,0.00K,Public,61.0,EG,,,,,,,,,,6.0,N,DEXTER,6.0,N,DEXTER,42.4167,-83.87,42.4167,-83.87,"A cold front stalled out over the area and combined with an upper level low pressure system to support the development of severe thunderstorms. This event was very quick with the storms moving from Howell to just south of Detroit at 40 to 50 MPH. The most intense storm produced significant wind damage from southern Livingston County into northeast Washtenaw County. A tornado warning was issued for Washtenaw County. A National Weather Service field survey identified damages consistent with intense straight-line winds associated with thunderstorm downbursts. The storms knocked out power to 60 thousand customers in Southeast Lower Michigan. Half of downtown Brighton lost power, forcing numerous businesses to close. Several homes suffered damages from falling trees. There were no reports of any serious damages.",The public reported large trees down. The high winds also lifted and flipped a pontoon boat.,CSV
200707,19,1430,200707,19,1430,8908.0,50812,MICHIGAN,26.0,2007,July,Thunderstorm Wind,C,93,LIVINGSTON,DTX,19-JUL-07 14:30:00,EST-5,19-JUL-07 14:30:00,0,0,0,0,25.00K,0.00K,Broadcast Media,65.0,EG,,,,,,,,,,0.0,N,HAMBURG,0.0,N,HAMBURG,42.45,-83.8,42.45,-83.8,"A cold front stalled out over the area and combined with an upper level low pressure system to support the development of severe thunderstorms. This event was very quick with the storms moving from Howell to just south of Detroit at 40 to 50 MPH. The most intense storm produced significant wind damage from southern Livingston County into northeast Washtenaw County. A tornado warning was issued for Washtenaw County. A National Weather Service field survey identified damages consistent with intense straight-line winds associated with thunderstorm downbursts. The storms knocked out power to 60 thousand customers in Southeast Lower Michigan. Half of downtown Brighton lost power, forcing numerous businesses to close. Several homes suffered damages from falling trees. There were no reports of any serious damages.",A local Television station reported dozens of trees down. One tree fell through the roof of the Livingston County Wildlife and Conservation Club. No one was injured. Total property damages were estimated at roughly $25K.,CSV
200707,19,1440,200707,19,1440,8908.0,50818,MICHIGAN,26.0,2007,July,Thunderstorm Wind,C,161,WASHTENAW,DTX,19-JUL-07 14:40:00,EST-5,19-JUL-07 14:40:00,0,0,0,0,25.00K,0.00K,Emergency Manager,65.0,EG,,,,,,,,,,0.0,N,WHITMORE LAKE,0.0,N,WHITMORE LAKE,42.42,-83.75,42.42,-83.75,"A cold front stalled out over the area and combined with an upper level low pressure system to support the development of severe thunderstorms. This event was very quick with the storms moving from Howell to just south of Detroit at 40 to 50 MPH. The most intense storm produced significant wind damage from southern Livingston County into northeast Washtenaw County. A tornado warning was issued for Washtenaw County. A National Weather Service field survey identified damages consistent with intense straight-line winds associated with thunderstorm downbursts. The storms knocked out power to 60 thousand customers in Southeast Lower Michigan. Half of downtown Brighton lost power, forcing numerous businesses to close. Several homes suffered damages from falling trees. There were no reports of any serious damages.",Emergency management and trained spotters reported numerous large trees down. A few homes suffered minor damages.,CSV
200707,26,2118,200707,26,2118,8928.0,50890,MICHIGAN,26.0,2007,July,Hail,C,161,WASHTENAW,DTX,26-JUL-07 21:18:00,EST-5,26-JUL-07 21:18:00,0,0,0,0,0.00K,0.00K,Trained Spotter,1.5,,,,,,,,,,,4.0,N,SALINE,4.0,N,SALINE,42.2278,-83.77,42.2278,-83.77,"This event will be remembered for the extreme intensity of large hail it generated. A most unusual hailstorm pounded areas in a 3 mile radius around the city of Durand. Severe hail fell for nearly an hour. At times, the hail was as big as golf balls. Hundreds of homes and vehicles suffered significant damages, totaling nearly 5 million dollars in this area alone. Large hail also caused significant damages to cars in and around the Adrian area. Mostly hail reports were received, but we did get a few wind damage reports from thunderstorm downbursts.",,CSV
